alg,score,mad,params_json
lr,5.590562622073491,0.14126458164584027,"{""fit_intercept"": false, ""normalize"": false}"
lr,5.573308813222461,0.12050141922959731,"{""fit_intercept"": false, ""normalize"": true}"
lr,2.159501734978259,0.08089773116402063,"{""fit_intercept"": true, ""normalize"": false}"
lr,2.150206447417766,0.0949876369530891,"{""fit_intercept"": true, ""normalize"": true}"
ridge,5.864632833638487,0.16548672361719666,"{""alpha"": 100, ""fit_intercept"": false, ""normalize"": true}"
ridge,2.1504495702965674,0.06018765183548489,"{""alpha"": 0.01, ""fit_intercept"": true, ""normalize"": false}"
ridge,2.149602475669382,0.06371495346340608,"{""alpha"": 1.0, ""fit_intercept"": true, ""normalize"": false}"
ridge,6.097524641006913,0.28036804215000255,"{""alpha"": 0.1, ""fit_intercept"": false, ""normalize"": false}"
ridge,6.160076375702148,0.25877718840655084,"{""alpha"": 0.0001, ""fit_intercept"": false, ""normalize"": true}"
ridge,6.223748993030449,0.20507931179937994,"{""alpha"": 0.001, ""fit_intercept"": false, ""normalize"": false}"
ridge,5.960382046525219,0.14016544468149056,"{""alpha"": 10, ""fit_intercept"": false, ""normalize"": true}"
ridge,2.421972597876871,0.054042487121884225,"{""alpha"": 10, ""fit_intercept"": true, ""normalize"": true}"
ridge,2.1542267773052877,0.06586606828128887,"{""alpha"": 0.0001, ""fit_intercept"": true, ""normalize"": false}"
ridge,5.8779069707003755,0.09390369820256063,"{""alpha"": 100, ""fit_intercept"": false, ""normalize"": false}"
ridge,6.254705763475267,0.1356302957543326,"{""alpha"": 1e-05, ""fit_intercept"": false, ""normalize"": false}"
ridge,2.1594822772198006,0.14509266107413615,"{""alpha"": 1e-06, ""fit_intercept"": true, ""normalize"": false}"
ridge,5.955551925523397,0.07860267985618774,"{""alpha"": 10, ""fit_intercept"": false, ""normalize"": false}"
ridge,6.080994314595089,0.12520606984621663,"{""alpha"": 1.0, ""fit_intercept"": false, ""normalize"": true}"
ridge,2.1572026206017147,0.07280806602562429,"{""alpha"": 0.001, ""fit_intercept"": true, ""normalize"": false}"
ridge,6.161917533344445,0.34858749189877347,"{""alpha"": 0.001, ""fit_intercept"": false, ""normalize"": true}"
ridge,6.202955345373441,0.14911538971597996,"{""alpha"": 1e-06, ""fit_intercept"": false, ""normalize"": true}"
ridge,2.1576339228382935,0.0829704671225176,"{""alpha"": 1e-05, ""fit_intercept"": true, ""normalize"": false}"
ridge,6.1753059798197985,0.18159499412007415,"{""alpha"": 0.0001, ""fit_intercept"": false, ""normalize"": false}"
ridge,6.214028917464365,0.4272560567495586,"{""alpha"": 0.01, ""fit_intercept"": false, ""normalize"": true}"
lasso,2.1686878526192026,0.11472048751477415,"{""alpha"": 1e-05, ""fit_intercept"": true, ""normalize"": true, ""positive"": false, ""selection"": ""cyclic""}"
lasso,2.1684685428117443,0.07749177045614372,"{""alpha"": 0.1, ""fit_intercept"": true, ""normalize"": false, ""positive"": false, ""selection"": ""cyclic""}"
lasso,2.160849638294502,0.03339515186631874,"{""alpha"": 1e-05, ""fit_intercept"": true, ""normalize"": true, ""positive"": false, ""selection"": ""random""}"
lasso,2.171686848046366,0.10255000390366951,"{""alpha"": 0.0001, ""fit_intercept"": true, ""normalize"": false, ""positive"": false, ""selection"": ""cyclic""}"
lasso,2.146513945033978,0.05596068775272996,"{""alpha"": 0.01, ""fit_intercept"": true, ""normalize"": false, ""positive"": false, ""selection"": ""cyclic""}"
lasso,2.2851758861874916,0.11890317234441983,"{""alpha"": 1e-05, ""fit_intercept"": true, ""normalize"": false, ""positive"": true, ""selection"": ""random""}"
lasso,3.048997656562464,0.08434532854451576,"{""alpha"": 10, ""fit_intercept"": true, ""normalize"": false, ""positive"": false, ""selection"": ""cyclic""}"
lasso,5.682705422878289,0.22373683154423912,"{""alpha"": 10, ""fit_intercept"": false, ""normalize"": true, ""positive"": false, ""selection"": ""cyclic""}"
lasso,6.064628103884535,0.20535877645502576,"{""alpha"": 1e-06, ""fit_intercept"": false, ""normalize"": true, ""positive"": false, ""selection"": ""cyclic""}"
lasso,3.0487313525357314,0.08623332469012532,"{""alpha"": 1.0, ""fit_intercept"": true, ""normalize"": true, ""positive"": false, ""selection"": ""cyclic""}"
lasso,6.036126501691355,0.14906281315716022,"{""alpha"": 0.0001, ""fit_intercept"": false, ""normalize"": true, ""positive"": false, ""selection"": ""cyclic""}"
lasso,2.149581273900976,0.044600362996465415,"{""alpha"": 0.0001, ""fit_intercept"": true, ""normalize"": true, ""positive"": false, ""selection"": ""cyclic""}"
lasso,5.731366427925069,0.08857636734154001,"{""alpha"": 1.0, ""fit_intercept"": false, ""normalize"": false, ""positive"": false, ""selection"": ""cyclic""}"
lasso,5.838422458155845,0.10771744001027653,"{""alpha"": 0.01, ""fit_intercept"": false, ""normalize"": true, ""positive"": false, ""selection"": ""cyclic""}"
lasso,5.682722059441794,0.19092644758060065,"{""alpha"": 100, ""fit_intercept"": false, ""normalize"": true, ""positive"": false, ""selection"": ""random""}"
lasso,6.082209822852999,0.2577623200815829,"{""alpha"": 1e-05, ""fit_intercept"": false, ""normalize"": false, ""positive"": false, ""selection"": ""random""}"
lasso,5.841553355805874,0.08227228335864115,"{""alpha"": 0.01, ""fit_intercept"": false, ""normalize"": false, ""positive"": false, ""selection"": ""random""}"
lasso,2.258741929980661,0.10446590548622428,"{""alpha"": 0.01, ""fit_intercept"": true, ""normalize"": true, ""positive"": false, ""selection"": ""cyclic""}"
lasso,2.160788355800355,0.09065674516848408,"{""alpha"": 0.001, ""fit_intercept"": true, ""normalize"": true, ""positive"": false, ""selection"": ""cyclic""}"
lasso,3.0481505194531313,0.02511164466477329,"{""alpha"": 10, ""fit_intercept"": true, ""normalize"": false, ""positive"": true, ""selection"": ""cyclic""}"
mtlasso,5.777098952838876,0.14442236135094805,"{""alpha"": 0.1, ""fit_intercept"": false, ""normalize"": true, ""selection"": ""cyclic""}"
mtlasso,6.051720794990572,0.08227961415057208,"{""alpha"": 0.001, ""fit_intercept"": false, ""normalize"": false, ""selection"": ""cyclic""}"
mtlasso,5.780366233064447,0.06275515153637623,"{""alpha"": 0.1, ""fit_intercept"": false, ""normalize"": false, ""selection"": ""cyclic""}"
mtlasso,2.158589056068903,0.10017513486063451,"{""alpha"": 0.001, ""fit_intercept"": true, ""normalize"": true, ""selection"": ""random""}"
mtlasso,6.069592262869537,0.24743254702277886,"{""alpha"": 1e-06, ""fit_intercept"": false, ""normalize"": false, ""selection"": ""random""}"
mtlasso,3.050087108231659,0.07477116523818739,"{""alpha"": 10, ""fit_intercept"": true, ""normalize"": true, ""selection"": ""random""}"
mtlasso,2.1652281636242527,0.11981514615367558,"{""alpha"": 1e-05, ""fit_intercept"": true, ""normalize"": true, ""selection"": ""cyclic""}"
mtlasso,3.0487829016559984,0.1181379243054165,"{""alpha"": 0.1, ""fit_intercept"": true, ""normalize"": true, ""selection"": ""cyclic""}"
mtlasso,6.0013766634394905,0.13020437785909023,"{""alpha"": 0.001, ""fit_intercept"": false, ""normalize"": true, ""selection"": ""cyclic""}"
mtlasso,6.051714658531471,0.13869319970879085,"{""alpha"": 0.0001, ""fit_intercept"": false, ""normalize"": false, ""selection"": ""cyclic""}"
mtlasso,5.682680124604131,0.09351952255922255,"{""alpha"": 100, ""fit_intercept"": false, ""normalize"": true, ""selection"": ""cyclic""}"
mtlasso,6.051636312646387,0.318099187411051,"{""alpha"": 0.0001, ""fit_intercept"": false, ""normalize"": false, ""selection"": ""random""}"
mtlasso,5.732896745268975,0.14497429230773132,"{""alpha"": 1.0, ""fit_intercept"": false, ""normalize"": true, ""selection"": ""cyclic""}"
mtlasso,2.369714627731425,0.04885565103627691,"{""alpha"": 1.0, ""fit_intercept"": true, ""normalize"": false, ""selection"": ""cyclic""}"
mtlasso,3.0489443719680236,0.08731895924663327,"{""alpha"": 1.0, ""fit_intercept"": true, ""normalize"": true, ""selection"": ""random""}"
mtlasso,6.0019321860911665,0.1587571252197411,"{""alpha"": 0.001, ""fit_intercept"": false, ""normalize"": true, ""selection"": ""random""}"
mtlasso,6.051922794215883,0.1907789511805716,"{""alpha"": 0.0001, ""fit_intercept"": false, ""normalize"": true, ""selection"": ""cyclic""}"
mtlasso,5.682706926534459,0.14607875617014943,"{""alpha"": 100, ""fit_intercept"": false, ""normalize"": false, ""selection"": ""cyclic""}"
mtlasso,3.0485476955791415,0.11920467501077855,"{""alpha"": 1.0, ""fit_intercept"": true, ""normalize"": true, ""selection"": ""cyclic""}"
mtlasso,3.048852422551476,0.09229201000486528,"{""alpha"": 100, ""fit_intercept"": true, ""normalize"": false, ""selection"": ""cyclic""}"
elastic,6.052557810182327,0.14653283321142235,"{""alpha"": 1e-05, ""fit_intercept"": false, ""l1_ratio"": 0.01, ""normalize"": false, ""positive"": false, ""selection"": ""cyclic""}"
elastic,2.153492765761546,0.14027880404700194,"{""alpha"": 1e-06, ""fit_intercept"": true, ""l1_ratio"": 0.01, ""normalize"": true, ""positive"": false, ""selection"": ""cyclic""}"
elastic,3.0490475819995964,0.10496294200922428,"{""alpha"": 0.1, ""fit_intercept"": true, ""l1_ratio"": 0.4, ""normalize"": true, ""positive"": true, ""selection"": ""cyclic""}"
elastic,6.069372029270195,0.24608816366609182,"{""alpha"": 0.0001, ""fit_intercept"": false, ""l1_ratio"": 0.8, ""normalize"": false, ""positive"": false, ""selection"": ""cyclic""}"
elastic,3.0489875807902527,0.0765520487611061,"{""alpha"": 0.1, ""fit_intercept"": true, ""l1_ratio"": 0.4, ""normalize"": true, ""positive"": false, ""selection"": ""cyclic""}"
elastic,5.781381395807216,0.10765563693537411,"{""alpha"": 1.0, ""fit_intercept"": false, ""l1_ratio"": 0.01, ""normalize"": false, ""positive"": false, ""selection"": ""cyclic""}"
elastic,2.165134820133484,0.10588927604757573,"{""alpha"": 0.0001, ""fit_intercept"": true, ""l1_ratio"": 0.4, ""normalize"": true, ""positive"": false, ""selection"": ""cyclic""}"
elastic,5.682685464440053,0.18814993286211876,"{""alpha"": 100, ""fit_intercept"": false, ""l1_ratio"": 0.99, ""normalize"": true, ""positive"": false, ""selection"": ""cyclic""}"
elastic,3.048519824310776,0.057043304298279404,"{""alpha"": 100, ""fit_intercept"": true, ""l1_ratio"": 0.8, ""normalize"": false, ""positive"": false, ""selection"": ""cyclic""}"
elastic,6.081642891571423,0.16475029710923736,"{""alpha"": 0.0001, ""fit_intercept"": false, ""l1_ratio"": 0.8, ""normalize"": true, ""positive"": false, ""selection"": ""cyclic""}"
elastic,5.782269631078455,0.15685088345958526,"{""alpha"": 0.1, ""fit_intercept"": false, ""l1_ratio"": 0.8, ""normalize"": true, ""positive"": false, ""selection"": ""random""}"
elastic,2.6444928897296083,0.06673967593903349,"{""alpha"": 1.0, ""fit_intercept"": true, ""l1_ratio"": 0.8, ""normalize"": false, ""positive"": true, ""selection"": ""cyclic""}"
elastic,3.0485472386033567,0.10843132500000757,"{""alpha"": 10, ""fit_intercept"": true, ""l1_ratio"": 0.4, ""normalize"": true, ""positive"": false, ""selection"": ""random""}"
elastic,5.719175024520859,0.16703960090726672,"{""alpha"": 1.0, ""fit_intercept"": false, ""l1_ratio"": 0.8, ""normalize"": false, ""positive"": true, ""selection"": ""cyclic""}"
